,2D-0,2D-1,3D-0,3D-1,3D-2,Country,class,binary_class,continent_name,ISO_A3,continent_colors
184,0.3648648982214801,0.20481561780985583,0.36486489822091683,0.20481611241274036,0.0010979231436207479,COLOMBIA,Russia,blue,South America,COL,green
185,0.5251011719789165,-0.02842471226673116,0.5251011719823462,-0.0284233670599151,0.0008049943970238668,CONGO,Russia,blue,Africa,COG,orange
186,0.25203563376413746,-0.12140650550997925,0.25203563376908117,-0.12140637795244986,-0.14865321549164737,"CONGO, DEMOCRATIC REPUBLIC OF THE",Russia,blue,Africa,COD,orange
187,0.44244341000478565,-0.051272601130382706,0.44244341000759946,-0.05127171900896105,0.06967672010621856,COSTA RICA,Russia,blue,Central America,CRI,lightgreen
188,0.2594940278573488,-0.22062479077066194,0.2594940278591115,-0.22061997874656053,0.013914264585422468,CÔTE D'IVOIRE,Russia,blue,Africa,CIV,orange
189,0.5404734648960824,-0.0038666365961733482,0.5404734648974314,-0.0038658575483701526,0.11655785409768035,CROATIA,Russia,blue,Europe,HRV,purple
190,0.3714280157164215,0.05793494016392842,0.37142801571478967,0.057933790901537954,-0.17673159719541928,CUBA,Russia,blue,North America,CUB,yellow
191,0.5214706893876294,0.044039372322219265,0.5214706893855452,0.04403791770133399,0.08608543298187323,CYPRUS,Russia,blue,Europe,CYP,purple
192,0.5391355109796845,-0.003840283059365616,0.5391355109821846,-0.003839515439976568,0.06989791690589006,CZECHIA,Russia,blue,Europe,CZE,purple
193,0.43415255147900567,-0.03521071781776636,0.4341525514798067,-0.03521071184958876,0.13244010082474866,DENMARK,Russia,blue,Europe,DNK,purple
194,0.5189963395011917,-0.07409406341609788,0.5189963395038045,-0.07409210245067402,0.08194740818022657,ECUADOR,Russia,blue,South America,ECU,green
195,0.5372200233036979,0.06621553162322681,0.537220023303196,0.0662144852247897,0.03358887696187918,EGYPT,Russia,blue,Africa,EGY,orange
196,0.4846206267782971,0.1569874747961206,0.48462062677777373,0.15698667907742872,-0.08850176164363165,ERITREA,Russia,blue,Africa,ERI,orange
197,0.4956789170234666,0.11921828333630723,0.49567891702220046,0.11921876296744684,-0.03230987131290054,ESTONIA,Russia,blue,Europe,EST,purple
198,0.4067871781764456,-0.06076760554140688,0.4067871781760973,-0.06076608422368407,-0.07305241133439744,ETHIOPIA,Russia,blue,Africa,ETH,orange
199,0.5340386621960025,-0.0023210228130409885,0.5340386621966693,-0.0023191963295839816,0.07415236324783443,FINLAND,Russia,blue,Europe,FIN,purple
200,0.4996103016547551,0.13660103396202755,0.4996103016546945,0.13660173855063978,0.013462073125156595,FRANCE,Russia,blue,Europe,FRA,purple
201,0.21258658147073575,-0.29318260094217213,0.21258658146980186,-0.2931821843901914,-0.11123798101565092,GABON,Russia,blue,Africa,GAB,orange
202,0.43026976142668993,0.12819823151863682,0.4302697614260578,0.1281990477302474,0.026850520533426868,GERMANY,Russia,blue,Europe,DEU,purple
203,0.5327088322859996,0.052603839681612474,0.5327088322867313,0.052604496097530866,0.14450074936090235,GHANA,Russia,blue,Africa,GHA,orange
204,0.46944885758063065,0.11690021772510034,0.46944885758107796,0.11690114245488382,0.03764696551090459,GREECE,Russia,blue,Europe,GRC,purple
205,0.21736394658961639,-0.19253665418346583,0.217363946591522,-0.19253535160195906,-0.1638137659639223,GUATEMALA,Russia,blue,Central America,GTM,lightgreen
206,0.48854075566706967,-0.090163331553105,0.48854075566921185,-0.09015873169477928,0.060645457077513246,GUINEA,Russia,blue,Africa,GIN,orange
207,0.473643575994596,-0.01444906500601403,0.47364357599677875,-0.014448731737842477,-0.06588837152864514,GUINEA-BISSAU,Russia,blue,Africa,GNB,orange
208,0.5350513373952714,-0.03488328216197349,0.5350513373959707,-0.034882182000684436,0.1538723095565112,GUYANA,Russia,blue,South America,GUY,green
209,0.5454280949268788,0.0022638067414536105,0.5454280949268975,0.0022641432018312814,0.14821061148728704,HOLY SEE,Russia,blue,Europe,VAT,purple
210,-0.18873551693287827,-0.3776233595572156,-0.18873551693036583,-0.37762264239717247,-0.013317385233724856,HONDURAS,Russia,blue,Central America,HND,lightgreen
211,0.556132607653711,0.07811050757314729,0.5561326076539511,0.07811195841411635,0.10004772796785719,HUNGARY,Russia,blue,Europe,HUN,purple
212,0.5657521218897883,0.09632357457712817,0.5657521218894229,0.09632278073396872,0.06755413972912974,ICELAND,Russia,blue,Europe,ISL,purple
213,0.2983814006934709,-0.12268424979148232,0.2983814006927091,-0.12268587607414054,-0.07103205636088535,INDIA,Russia,blue,Asia,IND,red
214,0.5504833459531141,0.006474371947142725,0.5504833459535193,0.006474306300965749,0.017072528084880526,INDONESIA,Russia,blue,Asia,IDN,red
215,0.2545131410461913,-0.1485399137482177,0.2545131410447012,-0.1485423838280049,0.002168383436399461,"IRAN, ISLAMIC REPUBLIC OF",Russia,blue,Asia,IRN,red
216,0.4235905436700067,0.05738792896722936,0.42359054366777116,0.057386413091159924,0.055204358975766775,IRAQ,Russia,blue,Asia,IRQ,red
217,0.5404321133032042,-0.021119866849359133,0.5404321133015451,-0.02112136144778959,0.10891345412283338,IRELAND,Russia,blue,Europe,IRL,purple
218,0.4892039993203641,0.10190701521365496,0.4892039993163498,0.10190490476352213,0.005670735219621932,ISRAEL,Russia,blue,Asia,ISR,red
219,0.5242258628304322,0.04569430842143913,0.524225862831116,0.04569475606479272,0.09072687059629506,ITALY,Russia,blue,Europe,ITA,purple
220,0.4152905327144395,-0.031348141853245165,0.4152905327151091,-0.031348302557156406,-0.02091998715799573,JAMAICA,Russia,blue,North America,JAM,yellow
221,0.4892170842863437,0.1103479340436677,0.4892170842850686,0.11034778702378352,-0.07898978836109935,JAPAN,Russia,blue,Asia,JPN,red
222,0.500548777468721,0.084332818636351,0.5005487774658496,0.08433071246101276,0.02535506961614069,JORDAN,Russia,blue,Asia,JOR,red
223,0.49632130456933904,-0.013142715574908256,0.4963213045718594,-0.01314206154465741,0.043488815128189036,KAZAKHSTAN,Russia,blue,Asia,KAZ,red
224,0.49112046920066255,-0.016653057976864036,0.4911204692024116,-0.016652959349939923,-0.09529877378724991,KENYA,Russia,blue,Africa,KEN,orange
225,0.08136399195767934,-0.24537816813509697,0.08136399195722076,-0.2453784406665801,-0.0028802417838654617,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",Russia,blue,Asia,PRK,red
226,0.38563302302179825,-0.08241986350640004,0.3856330230223615,-0.08241866986154922,0.0686319133168265,"KOREA, REPUBLIC OF",Russia,blue,Asia,KOR,red
227,0.46465022372961984,-0.04286747432667634,0.46465022372536957,-0.042868730529050866,0.0389006481622618,KUWAIT,Russia,blue,Asia,KWT,red
228,0.3595702963244886,0.05584741317080625,0.35957029632506243,0.0558491080878056,-0.053703402955434826,LATVIA,Russia,blue,Europe,LVA,purple
229,0.4500086749255357,0.003995115979401134,0.4500086749207774,0.003992494055647054,0.011223070016729099,LEBANON,Russia,blue,Asia,LBN,red
230,0.2756229111265223,0.005221336565506371,0.27562291112667164,0.005222011948691978,-0.05982565637115963,LITHUANIA,Russia,blue,Europe,LTU,purple
231,0.3246567064980883,-0.10734306459298139,0.3246567064982754,-0.10734368458960498,0.02276312144159643,LUXEMBOURG,Russia,blue,Europe,LUX,purple
232,0.5413717611310102,0.10504317778882327,0.5413717611306198,0.10504309243976254,-0.004492164785703037,MADAGASCAR,Russia,blue,Africa,MDG,orange
233,0.5410590606052257,-0.025701928120244546,0.5410590606057102,-0.025701410604352402,0.0959607827845287,MALAYSIA,Russia,blue,Asia,MYS,red
234,0.5507125768374748,0.10828322639616783,0.550712576837899,0.10828284541643261,0.01762563728444573,MALTA,Russia,blue,Europe,MLT,purple
235,0.21142704064185547,-0.30685744143934357,0.2114270406396721,-0.3068610861626082,0.05510202243282929,MAURITIUS,Russia,blue,Africa,MUS,orange
236,0.15804003864052243,-0.2728536959701063,0.15804003863736565,-0.2728569016783656,0.0028303002886004933,MEXICO,Russia,blue,Central America,MEX,lightgreen
237,0.3224253272202334,-0.11670600423099374,0.3224253272205025,-0.11670650679304768,-0.05430999247372765,MONGOLIA,Russia,blue,Asia,MNG,red
238,0.44404883316179755,0.0514653181585578,0.44404883316354593,0.0514672920769755,-0.014011567546564302,MONTENEGRO,Russia,blue,Europe,MNE,purple
239,0.3931732554814315,-0.03998115836938622,0.3931732554821451,-0.039980942477254464,-0.016313929223328534,MOROCCO,Russia,blue,Africa,MAR,orange
240,0.4640389050783493,0.14515864935987602,0.4640389050777036,0.145158299989026,-0.14082452029533943,MOZAMBIQUE,Russia,blue,Africa,MOZ,orange
241,0.18908951082344658,-0.20268436335207826,0.18908951082096861,-0.2026864249851792,-0.14871903457060798,NEPAL,Russia,blue,Asia,NPL,red
242,0.513853452507595,0.0801334334289958,0.5138534525060712,0.0801328767819225,0.027601370822865182,NETHERLANDS,Russia,blue,Europe,NLD,purple
243,0.4175625967136381,0.03444992685419819,0.4175625967128759,0.03444975372245228,-0.09189965751312854,NEW ZEALAND,Russia,blue,Australia,NZL,blue
244,-0.04063226105952779,-0.25898237336073854,-0.040632261057033534,-0.25898155778194104,-0.07715390163735171,NICARAGUA,Russia,blue,Central America,NIC,lightgreen
245,0.5688406518892178,0.02503239175190869,0.5688406518906137,0.02503437848535204,0.039452043806678376,NIGERIA,Russia,blue,Africa,NGA,orange
246,0.5451066042583329,0.11912554093581866,0.5451066042573506,0.11912526223946149,-0.0016743309196653004,NORTH MACEDONIA,Russia,blue,Europe,MKD,purple
247,0.5526334830497741,0.03905302961014387,0.5526334830510665,0.03905351925791832,0.06371235846382116,NORWAY,Russia,blue,Europe,NOR,purple
248,0.47660139648276445,0.005522516240221693,0.4766013964812087,0.005522005197932075,-0.07285863434883733,OMAN,Russia,blue,Asia,OMN,red
249,0.5565271856711977,0.09665792482741864,0.5565271856709981,0.09665771977651992,0.017335669969021892,PAKISTAN,Russia,blue,Asia,PAK,red
250,0.40429793269815556,-0.03295552898712494,0.40429793269528214,-0.0329562833289745,0.007460638582476781,"PALESTINE, STATE OF",Russia,blue,Asia,PSE,red
251,0.1581645562455491,0.0025699042653299442,0.15816455624501147,0.002569120858680624,-0.17717163056389323,PANAMA,Russia,blue,Central America,PAN,lightgreen
252,-0.09362718596293723,-0.3835704243000784,-0.0936271859604061,-0.3835682935451755,-0.2033598856097505,PARAGUAY,Russia,blue,South America,PRY,green
253,0.24992443538195394,-0.06022888050773788,0.24992443538116438,-0.0602302021668389,-0.09702307373432262,PERU,Russia,blue,South America,PER,green
254,0.4958704001666595,0.038720554422477294,0.4958704001667997,0.038720225045575124,-0.017017708608973656,PHILIPPINES,Russia,blue,Asia,PHL,red
255,0.4661876094019068,0.10064930038751761,0.46618760940137116,0.10064865618278356,-0.07093259778787687,POLAND,Russia,blue,Europe,POL,purple
256,0.5054379503226578,-0.0117228619275564,0.5054379503258913,-0.011720263093118584,0.1718748374995622,PORTUGAL,Russia,blue,Europe,PRT,purple
257,0.4806209780684313,0.10269422043603833,0.48062097806656373,0.10269328179271683,-0.06078347331638072,QATAR,Russia,blue,Asia,QAT,red
258,0.46088321305945956,0.05566481722774779,0.4608832130580392,0.05566470944375879,-0.01456877307544252,ROMANIA,Russia,blue,Europe,ROU,purple
259,0.5399999371543053,0.021921725065996094,0.5399999371548384,0.021922363388047282,0.13349943460588615,RUSSIAN FEDERATION,Russia,blue,Europe,RUS,purple
260,0.5297163050710528,0.10946007160774847,0.529716305072349,0.10946018807617608,-0.01834944498471186,RWANDA,Russia,blue,Africa,RWA,orange
261,0.5392159201544617,0.05527536571879602,0.5392159201530689,0.0552753657176178,0.0036491886009675815,SAUDI ARABIA,Russia,blue,Asia,SAU,red
262,0.5156658881987695,0.07601186693535776,0.515665888198647,0.07601084753278672,-0.08169314056026987,SENEGAL,Russia,blue,Africa,SEN,orange
263,0.2589565817613154,-0.06838078203846244,0.2589565817621892,-0.06838142693521615,-0.018224422539013588,SERBIA,Russia,blue,Europe,SRB,purple
264,0.48315466339244717,0.10614019367743215,0.4831546633899626,0.1061392812082483,-0.0814779696882669,SEYCHELLES,Russia,blue,Africa,SYC,orange
265,0.41715931954667346,-0.08132265056219408,0.4171593195481906,-0.08132360315800442,0.04075438386852807,SINGAPORE,Russia,blue,Asia,SGP,red
266,0.4068325394113657,-0.12862089303269078,0.4068325394108555,-0.12862166288058813,0.10977230441456519,SLOVAKIA,Russia,blue,Europe,SVK,purple
267,0.5682409633186861,0.02876907581468724,0.5682409633195957,0.028769098243510725,0.09931225286807809,SLOVENIA,Russia,blue,Europe,SVN,purple
268,0.43376507054398644,0.16166462020171485,0.43376507054189256,0.16166380313421735,-0.16812181395732334,SOUTH AFRICA,Russia,blue,Africa,ZAF,orange
269,0.3507472264159912,-0.14101531860130415,0.3507472264172772,-0.14101544160645865,0.052789521006083966,SPAIN,Russia,blue,Europe,ESP,purple
270,0.3513319930992352,0.1566081918786882,0.3513319930958477,0.15660685714305175,-0.1885398733907124,SRI LANKA,Russia,blue,Asia,LKA,red
271,0.37534233585571,-0.12936999918754635,0.3753423358526289,-0.12936479222178487,-0.030824979844128835,SUDAN,Russia,blue,Africa,SDN,orange
272,0.5394570361454843,0.01834407327285569,0.5394570361467441,0.01834519703404671,0.0715734749162219,SWEDEN,Russia,blue,Europe,SWE,purple
273,0.5105795184140606,0.06739800662484456,0.5105795184144221,0.067397578660721,-0.018073658861578606,SWITZERLAND,Russia,blue,Europe,CHE,purple
274,0.32593591607777933,0.04063273471956658,0.3259359160776587,0.04063135501517673,0.06031717158237129,SYRIAN ARAB REPUBLIC,Russia,blue,Asia,SYR,red
275,0.5491269433036238,0.08931024532712224,0.549126943303067,0.08930988054457337,-0.08697705610260924,"TANZANIA, UNITED REPUBLIC OF",Russia,blue,Africa,TZA,orange
276,0.22702453137934098,-0.2605206405960368,0.2270245313769085,-0.2605227829047086,-0.06222378564287559,THAILAND,Russia,blue,Asia,THA,red
277,0.5429090454363574,0.1358315436185873,0.5429090454362637,0.13583126143686766,-0.030904255923287164,TUNISIA,Russia,blue,Africa,TUN,orange
278,0.45656759558067794,0.024185778413322402,0.4565675955804629,0.024185449002593163,0.0641353337104267,TURKEY,Russia,blue,Europe,TUR,purple
279,0.3273506104084635,-0.08857420932696124,0.32735061040900254,-0.08857452704641611,-0.012274487405466362,TURKMENISTAN,Russia,blue,Asia,TKM,red
280,0.49076393491944337,0.0722360859741719,0.4907639349179174,0.07223547878253289,-0.1360078697750318,UGANDA,Russia,blue,Africa,UGA,orange
281,0.29477491482685864,-0.0679772894920585,0.2947749148289378,-0.06797335920804744,-0.02817892371928335,UKRAINE,Russia,blue,Europe,UKR,purple
282,0.42000290123664924,-0.0776291598608721,0.42000290123838524,-0.07763033215161397,0.12539547825514438,UNITED ARAB EMIRATES,Russia,blue,Asia,ARE,red
283,0.4371654836313622,0.08087973173350668,0.4371654836315857,0.08087967149465312,-0.05258188279034319,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,Russia,blue,Europe,GBR,purple
284,0.435070151231469,0.1534966077831,0.43507015123026294,0.15349563587881893,-0.00038877098360335944,UNITED STATES OF AMERICA,Russia,blue,Central America,USA,lightgreen
285,0.558405648387383,-0.011405650724103296,0.5584056483896688,-0.011404093548759764,0.0419985444601221,URUGUAY,Russia,blue,South America,URY,green
286,0.40109509560423895,-0.0016682702357008194,0.40109509560478324,-0.001669304759339226,-0.04855080957357302,UZBEKISTAN,Russia,blue,Asia,UZB,red
287,0.239623526592839,-0.018521618758601678,0.2396235265954209,-0.018519700888708475,0.15489883541880511,"VENEZUELA, BOLIVARIAN REPUBLIC OF",Russia,blue,South America,VEN,green
288,0.19210576211178282,-0.2433490027406252,0.19210576211454086,-0.243349130274485,-0.06436068351377487,VIET NAM,Russia,blue,Asia,VNM,red
289,0.44249765382292505,-0.020498775476782714,0.4424976538202291,-0.020500113121737232,0.08378205866236363,YEMEN,Russia,blue,Asia,YEM,red
290,0.3404528447735227,-0.002689108654007973,0.340452844773152,-0.002690958096710017,-0.2179063183479186,ZAMBIA,Russia,blue,Africa,ZMB,orange
291,0.5045887347573907,0.07552953823766954,0.5045887347573327,0.07552904155820206,0.001495391097088413,ZIMBABWE,Russia,blue,Africa,ZWE,orange
