source,ids,num_topics,languages,years
USA,21645304,2,en,2021
USA,21645304,2,en,2016
USA,21645304,2,en,2020
USA,21645304,2,en,2021
USA,21645304,2,en,2016
USA,21645304,2,en,2020
USA,21645304,2,en,2019
USA,21645304,2,en,2018
USA,21645304,2,en,2014
USA,21645304,2,en,2015
USA,21645304,2,en,2012
USA,21645304,2,en,2013
USA,21645304,2,en,2017
USA,21645304,2,en,2009
USA,21645304,2,en,all
USA,21645304,2,fr,2020
USA,21645304,2,fr,2019
USA,21645304,2,fr,2017
USA,21645304,2,fr,all
USA,21645304,2,all,2021
USA,21645304,2,all,2016
USA,21645304,2,all,2020
USA,21645304,2,all,2019
USA,21645304,2,all,2018
USA,21645304,2,all,2014
USA,21645304,2,all,2015
USA,21645304,2,all,2012
USA,21645304,2,all,2013
USA,21645304,2,all,2017
USA,21645304,2,all,2009
USA,21645304,2,all,all
USA,498663728,2,en,2021
USA,498663728,2,en,2016
USA,498663728,2,en,2020
USA,498663728,2,en,2019
USA,498663728,2,en,2018
USA,498663728,2,en,2014
USA,498663728,2,en,2015
USA,498663728,2,en,2017
USA,498663728,2,en,all
USA,498663728,2,all,2021
USA,498663728,2,all,2016
USA,498663728,2,all,2020
USA,498663728,2,all,2019
USA,498663728,2,all,2018
USA,498663728,2,all,2014
USA,498663728,2,all,2015
USA,498663728,2,all,2017
USA,498663728,2,all,all
USA,266008957,2,en,2021
USA,266008957,2,en,2016
USA,266008957,2,en,2020
USA,266008957,2,en,2019
USA,266008957,2,en,2018
USA,266008957,2,en,2014
USA,266008957,2,en,2015
USA,266008957,2,en,2017
USA,266008957,2,en,all
USA,266008957,2,es,2017
USA,266008957,2,es,all
USA,266008957,2,fr,2016
USA,266008957,2,fr,2020
USA,266008957,2,fr,2019
USA,266008957,2,fr,2018
USA,266008957,2,fr,2014
USA,266008957,2,fr,2015
USA,266008957,2,fr,2017
USA,266008957,2,fr,all
USA,266008957,2,all,2021
USA,266008957,2,all,2016
USA,266008957,2,all,2020
USA,266008957,2,all,2019
USA,266008957,2,all,2018
USA,266008957,2,all,2014
USA,266008957,2,all,2015
USA,266008957,2,all,2017
USA,266008957,2,all,all
USA,486678517,2,en,2021
USA,486678517,2,en,2020
USA,486678517,2,en,2019
USA,486678517,2,en,2018
USA,486678517,2,en,2017
USA,486678517,2,en,all
USA,486678517,2,es,2021
USA,486678517,2,es,2020
USA,486678517,2,es,2019
USA,486678517,2,es,2018
USA,486678517,2,es,2017
USA,486678517,2,es,all
USA,486678517,2,fr,2021
USA,486678517,2,fr,2020
USA,486678517,2,fr,2018
USA,486678517,2,fr,2017
USA,486678517,2,fr,all
USA,486678517,2,all,2021
USA,486678517,2,all,2020
USA,486678517,2,all,2019
USA,486678517,2,all,2018
USA,486678517,2,all,2017
USA,486678517,2,all,all
USA,119023613,2,ru,2020
USA,119023613,2,ru,2019
USA,119023613,2,ru,all
USA,119023613,2,en,2021
USA,119023613,2,en,2020
USA,119023613,2,en,2019
USA,119023613,2,en,2018
USA,119023613,2,en,2015
USA,119023613,2,en,2012
USA,119023613,2,en,2017
USA,119023613,2,en,all
USA,119023613,2,all,2021
USA,119023613,2,all,2020
USA,119023613,2,all,2019
USA,119023613,2,all,2018
USA,119023613,2,all,2015
USA,119023613,2,all,2012
USA,119023613,2,all,2017
USA,119023613,2,all,all
USA,67232748,2,en,2021
USA,67232748,2,en,2016
USA,67232748,2,en,2020
USA,67232748,2,en,2019
USA,67232748,2,en,2018
USA,67232748,2,en,2014
USA,67232748,2,en,2015
USA,67232748,2,en,2017
USA,67232748,2,en,all
USA,67232748,2,fr,2020
USA,67232748,2,fr,2018
USA,67232748,2,fr,all
USA,67232748,2,all,2021
USA,67232748,2,all,2016
USA,67232748,2,all,2020
USA,67232748,2,all,2019
USA,67232748,2,all,2018
USA,67232748,2,all,2014
USA,67232748,2,all,2015
USA,67232748,2,all,2017
USA,67232748,2,all,all
USA,86029229,2,en,2021
USA,86029229,2,en,2016
USA,86029229,2,en,2020
USA,86029229,2,en,2019
USA,86029229,2,en,2018
USA,86029229,2,en,2015
USA,86029229,2,en,2017
USA,86029229,2,en,all
USA,86029229,2,all,2021
USA,86029229,2,all,2016
USA,86029229,2,all,2020
USA,86029229,2,all,2019
USA,86029229,2,all,2018
USA,86029229,2,all,2015
USA,86029229,2,all,2017
USA,86029229,2,all,all
USA,238019832,2,en,2021
USA,238019832,2,en,2016
USA,238019832,2,en,2020
USA,238019832,2,en,2019
USA,238019832,2,en,2018
USA,238019832,2,en,2014
USA,238019832,2,en,2015
USA,238019832,2,en,2012
USA,238019832,2,en,2013
USA,238019832,2,en,2017
USA,238019832,2,en,all
USA,238019832,2,fr,2018
USA,238019832,2,fr,2015
USA,238019832,2,fr,all
USA,238019832,2,all,2021
USA,238019832,2,all,2016
USA,238019832,2,all,2020
USA,238019832,2,all,2019
USA,238019832,2,all,2018
USA,238019832,2,all,2014
USA,238019832,2,all,2015
USA,238019832,2,all,2012
USA,238019832,2,all,2013
USA,238019832,2,all,2017
USA,238019832,2,all,all
USA,618334097,2,en,2021
USA,618334097,2,en,2016
USA,618334097,2,en,2020
USA,618334097,2,en,2019
USA,618334097,2,en,2018
USA,618334097,2,en,2014
USA,618334097,2,en,2015
USA,618334097,2,en,2012
USA,618334097,2,en,2013
USA,618334097,2,en,2017
USA,618334097,2,en,all
USA,618334097,2,es,2016
USA,618334097,2,es,all
USA,618334097,2,fr,2016
USA,618334097,2,fr,2014
USA,618334097,2,fr,2015
USA,618334097,2,fr,2012
USA,618334097,2,fr,2013
USA,618334097,2,fr,all
USA,618334097,2,all,2021
USA,618334097,2,all,2016
USA,618334097,2,all,2020
USA,618334097,2,all,2019
USA,618334097,2,all,2018
USA,618334097,2,all,2014
USA,618334097,2,all,2015
USA,618334097,2,all,2012
USA,618334097,2,all,2013
USA,618334097,2,all,2017
USA,618334097,2,all,all
USA,262149951,2,en,2021
USA,262149951,2,en,2016
USA,262149951,2,en,2020
USA,262149951,2,en,2019
USA,262149951,2,en,2018
USA,262149951,2,en,2015
USA,262149951,2,en,2017
USA,262149951,2,en,all
USA,262149951,2,fr,2021
USA,262149951,2,fr,all
USA,262149951,2,all,2021
USA,262149951,2,all,2016
USA,262149951,2,all,2020
USA,262149951,2,all,2019
USA,262149951,2,all,2018
USA,262149951,2,all,2015
USA,262149951,2,all,2017
USA,262149951,2,all,all
USA,216234513,2,en,2021
USA,216234513,2,en,2016
USA,216234513,2,en,2020
USA,216234513,2,en,2019
USA,216234513,2,en,2018
USA,216234513,2,en,2014
USA,216234513,2,en,2015
USA,216234513,2,en,2017
USA,216234513,2,en,all
USA,216234513,2,all,2021
USA,216234513,2,all,2016
USA,216234513,2,all,2020
USA,216234513,2,all,2019
USA,216234513,2,all,2018
USA,216234513,2,all,2014
USA,216234513,2,all,2015
USA,216234513,2,all,2017
USA,216234513,2,all,all
USA,163910493,2,en,2021
USA,163910493,2,en,2016
USA,163910493,2,en,2020
USA,163910493,2,en,2019
USA,163910493,2,en,2018
USA,163910493,2,en,2014
USA,163910493,2,en,2015
USA,163910493,2,en,2017
USA,163910493,2,en,all
USA,163910493,2,fr,2016
USA,163910493,2,fr,all
USA,163910493,2,all,2021
USA,163910493,2,all,2016
USA,163910493,2,all,2020
USA,163910493,2,all,2019
USA,163910493,2,all,2018
USA,163910493,2,all,2014
USA,163910493,2,all,2015
USA,163910493,2,all,2017
USA,163910493,2,all,all
USA,2950969565,2,ru,2021
USA,2950969565,2,ru,2020
USA,2950969565,2,ru,2019
USA,2950969565,2,ru,2018
USA,2950969565,2,ru,2017
USA,2950969565,2,ru,all
USA,2950969565,2,en,2021
USA,2950969565,2,en,2020
USA,2950969565,2,en,2019
USA,2950969565,2,en,2018
USA,2950969565,2,en,2015
USA,2950969565,2,en,2017
USA,2950969565,2,en,all
USA,2950969565,2,fr,2021
USA,2950969565,2,fr,all
USA,2950969565,2,all,2021
USA,2950969565,2,all,2020
USA,2950969565,2,all,2019
USA,2950969565,2,all,2018
USA,2950969565,2,all,2015
USA,2950969565,2,all,2017
USA,2950969565,2,all,all
USA,19981036,2,en,2021
USA,19981036,2,en,2016
USA,19981036,2,en,2020
USA,19981036,2,en,2019
USA,19981036,2,en,2018
USA,19981036,2,en,2014
USA,19981036,2,en,2015
USA,19981036,2,en,2012
USA,19981036,2,en,2017
USA,19981036,2,en,all
USA,19981036,2,fr,2021
USA,19981036,2,fr,2016
USA,19981036,2,fr,2020
USA,19981036,2,fr,2019
USA,19981036,2,fr,all
USA,19981036,2,all,2021
USA,19981036,2,all,2016
USA,19981036,2,all,2020
USA,19981036,2,all,2019
USA,19981036,2,all,2018
USA,19981036,2,all,2014
USA,19981036,2,all,2015
USA,19981036,2,all,2012
USA,19981036,2,all,2017
USA,19981036,2,all,all
USA,2182811810,2,en,2021
USA,2182811810,2,en,2016
USA,2182811810,2,en,2020
USA,2182811810,2,en,2018
USA,2182811810,2,en,2014
USA,2182811810,2,en,2015
USA,2182811810,2,en,2013
USA,2182811810,2,en,all
USA,2182811810,2,all,2021
USA,2182811810,2,all,2016
USA,2182811810,2,all,2020
USA,2182811810,2,all,2018
USA,2182811810,2,all,2014
USA,2182811810,2,all,2015
USA,2182811810,2,all,2013
USA,2182811810,2,all,all
USA,2283571250,2,en,2021
USA,2283571250,2,en,2016
USA,2283571250,2,en,2020
USA,2283571250,2,en,2019
USA,2283571250,2,en,2018
USA,2283571250,2,en,2014
USA,2283571250,2,en,2015
USA,2283571250,2,en,2017
USA,2283571250,2,en,all
USA,2283571250,2,es,2015
USA,2283571250,2,es,all
USA,2283571250,2,fr,2021
USA,2283571250,2,fr,2016
USA,2283571250,2,fr,2020
USA,2283571250,2,fr,2019
USA,2283571250,2,fr,2018
USA,2283571250,2,fr,2014
USA,2283571250,2,fr,2015
USA,2283571250,2,fr,2017
USA,2283571250,2,fr,all
USA,2283571250,2,all,2021
USA,2283571250,2,all,2016
USA,2283571250,2,all,2020
USA,2283571250,2,all,2019
USA,2283571250,2,all,2018
USA,2283571250,2,all,2014
USA,2283571250,2,all,2015
USA,2283571250,2,all,2017
USA,2283571250,2,all,all
USA,3394027354,2,en,2021
USA,3394027354,2,en,2016
USA,3394027354,2,en,2020
USA,3394027354,2,en,2019
USA,3394027354,2,en,2018
USA,3394027354,2,en,2015
USA,3394027354,2,en,2017
USA,3394027354,2,en,all
USA,3394027354,2,all,2021
USA,3394027354,2,all,2016
USA,3394027354,2,all,2020
USA,3394027354,2,all,2019
USA,3394027354,2,all,2018
USA,3394027354,2,all,2015
USA,3394027354,2,all,2017
USA,3394027354,2,all,all
USA,168498034,2,en,2016
USA,168498034,2,en,2020
USA,168498034,2,en,2019
USA,168498034,2,en,2018
USA,168498034,2,en,2014
USA,168498034,2,en,2015
USA,168498034,2,en,2012
USA,168498034,2,en,2017
USA,168498034,2,en,2011
USA,168498034,2,en,2010
USA,168498034,2,en,all
USA,168498034,2,es,2021
USA,168498034,2,es,2016
USA,168498034,2,es,2020
USA,168498034,2,es,2019
USA,168498034,2,es,2018
USA,168498034,2,es,2015
USA,168498034,2,es,2017
USA,168498034,2,es,all
USA,168498034,2,fr,2020
USA,168498034,2,fr,2018
USA,168498034,2,fr,2017
USA,168498034,2,fr,all
USA,168498034,2,all,2021
USA,168498034,2,all,2016
USA,168498034,2,all,2020
USA,168498034,2,all,2019
USA,168498034,2,all,2018
USA,168498034,2,all,2014
USA,168498034,2,all,2015
USA,168498034,2,all,2012
USA,168498034,2,all,2017
USA,168498034,2,all,2011
USA,168498034,2,all,2010
USA,168498034,2,all,all
USA,329542325,2,en,2021
USA,329542325,2,en,2016
USA,329542325,2,en,2020
USA,329542325,2,en,2019
USA,329542325,2,en,2018
USA,329542325,2,en,2014
USA,329542325,2,en,2015
USA,329542325,2,en,2013
USA,329542325,2,en,2017
USA,329542325,2,en,all
USA,329542325,2,es,2015
USA,329542325,2,es,2013
USA,329542325,2,es,all
USA,329542325,2,fr,2014
USA,329542325,2,fr,all
USA,329542325,2,all,2021
USA,329542325,2,all,2016
USA,329542325,2,all,2020
USA,329542325,2,all,2019
USA,329542325,2,all,2018
USA,329542325,2,all,2014
USA,329542325,2,all,2015
USA,329542325,2,all,2013
USA,329542325,2,all,2017
USA,329542325,2,all,all
USA,481225816,2,en,2021
USA,481225816,2,en,2016
USA,481225816,2,en,2020
USA,481225816,2,en,2019
USA,481225816,2,en,2018
USA,481225816,2,en,2014
USA,481225816,2,en,2015
USA,481225816,2,en,2012
USA,481225816,2,en,2013
USA,481225816,2,en,all
USA,481225816,2,fr,2015
USA,481225816,2,fr,all
USA,481225816,2,all,2021
USA,481225816,2,all,2016
USA,481225816,2,all,2020
USA,481225816,2,all,2019
USA,481225816,2,all,2018
USA,481225816,2,all,2014
USA,481225816,2,all,2015
USA,481225816,2,all,2012
USA,481225816,2,all,2013
USA,481225816,2,all,all
USA,24511456,2,en,2021
USA,24511456,2,en,2020
USA,24511456,2,en,2019
USA,24511456,2,en,2018
USA,24511456,2,en,all
USA,24511456,2,es,2021
USA,24511456,2,es,2020
USA,24511456,2,es,all
USA,24511456,2,all,2021
USA,24511456,2,all,2020
USA,24511456,2,all,2019
USA,24511456,2,all,2018
USA,24511456,2,all,all
USA,2435051258,2,en,2021
USA,2435051258,2,en,2016
USA,2435051258,2,en,2020
USA,2435051258,2,en,2019
USA,2435051258,2,en,2018
USA,2435051258,2,en,2015
USA,2435051258,2,en,2017
USA,2435051258,2,en,all
USA,2435051258,2,all,2021
USA,2435051258,2,all,2016
USA,2435051258,2,all,2020
USA,2435051258,2,all,2019
USA,2435051258,2,all,2018
USA,2435051258,2,all,2015
USA,2435051258,2,all,2017
USA,2435051258,2,all,all
USA,3003327610,2,en,2021
USA,3003327610,2,en,2016
USA,3003327610,2,en,2020
USA,3003327610,2,en,2019
USA,3003327610,2,en,2018
USA,3003327610,2,en,2017
USA,3003327610,2,en,all
USA,3003327610,2,fr,2017
USA,3003327610,2,fr,all
USA,3003327610,2,all,2021
USA,3003327610,2,all,2016
USA,3003327610,2,all,2020
USA,3003327610,2,all,2019
USA,3003327610,2,all,2018
USA,3003327610,2,all,2017
USA,3003327610,2,all,all
USA,275033412,2,en,2021
USA,275033412,2,en,2016
USA,275033412,2,en,2020
USA,275033412,2,en,2019
USA,275033412,2,en,2018
USA,275033412,2,en,2014
USA,275033412,2,en,2015
USA,275033412,2,en,2017
USA,275033412,2,en,all
USA,275033412,2,fr,2021
USA,275033412,2,fr,2016
USA,275033412,2,fr,2020
USA,275033412,2,fr,2019
USA,275033412,2,fr,2018
USA,275033412,2,fr,2014
USA,275033412,2,fr,2015
USA,275033412,2,fr,2017
USA,275033412,2,fr,all
USA,275033412,2,all,2021
USA,275033412,2,all,2016
USA,275033412,2,all,2020
USA,275033412,2,all,2019
USA,275033412,2,all,2018
USA,275033412,2,all,2014
USA,275033412,2,all,2015
USA,275033412,2,all,2017
USA,275033412,2,all,all
USA,727410381954523136,2,en,2021
USA,727410381954523136,2,en,2016
USA,727410381954523136,2,en,2020
USA,727410381954523136,2,en,2019
USA,727410381954523136,2,en,2018
USA,727410381954523136,2,en,2017
USA,727410381954523136,2,en,all
USA,727410381954523136,2,fr,2016
USA,727410381954523136,2,fr,2020
USA,727410381954523136,2,fr,2019
USA,727410381954523136,2,fr,2018
USA,727410381954523136,2,fr,2017
USA,727410381954523136,2,fr,all
USA,727410381954523136,2,all,2021
USA,727410381954523136,2,all,2016
USA,727410381954523136,2,all,2020
USA,727410381954523136,2,all,2019
USA,727410381954523136,2,all,2018
USA,727410381954523136,2,all,2017
USA,727410381954523136,2,all,all
USA,390106290,2,en,2021
USA,390106290,2,en,2016
USA,390106290,2,en,2020
USA,390106290,2,en,2019
USA,390106290,2,en,2018
USA,390106290,2,en,2014
USA,390106290,2,en,2015
USA,390106290,2,en,2013
USA,390106290,2,en,2017
USA,390106290,2,en,all
USA,390106290,2,es,2016
USA,390106290,2,es,2018
USA,390106290,2,es,2014
USA,390106290,2,es,2013
USA,390106290,2,es,2017
USA,390106290,2,es,all
USA,390106290,2,fr,2016
USA,390106290,2,fr,2015
USA,390106290,2,fr,2013
USA,390106290,2,fr,all
USA,390106290,2,all,2021
USA,390106290,2,all,2016
USA,390106290,2,all,2020
USA,390106290,2,all,2019
USA,390106290,2,all,2018
USA,390106290,2,all,2014
USA,390106290,2,all,2015
USA,390106290,2,all,2013
USA,390106290,2,all,2017
USA,390106290,2,all,all
USA,167992419,2,en,2021
USA,167992419,2,en,2016
USA,167992419,2,en,2020
USA,167992419,2,en,2019
USA,167992419,2,en,2018
USA,167992419,2,en,2017
USA,167992419,2,en,all
USA,167992419,2,all,2021
USA,167992419,2,all,2016
USA,167992419,2,all,2020
USA,167992419,2,all,2019
USA,167992419,2,all,2018
USA,167992419,2,all,2017
USA,167992419,2,all,all
USA,1299489810,2,en,2021
USA,1299489810,2,en,2020
USA,1299489810,2,en,2019
USA,1299489810,2,en,2014
USA,1299489810,2,en,2013
USA,1299489810,2,en,2017
USA,1299489810,2,en,all
USA,1299489810,2,fr,2021
USA,1299489810,2,fr,2020
USA,1299489810,2,fr,2019
USA,1299489810,2,fr,2018
USA,1299489810,2,fr,2014
USA,1299489810,2,fr,2015
USA,1299489810,2,fr,2013
USA,1299489810,2,fr,all
USA,1299489810,2,all,2021
USA,1299489810,2,all,2020
USA,1299489810,2,all,2019
USA,1299489810,2,all,2018
USA,1299489810,2,all,2014
USA,1299489810,2,all,2015
USA,1299489810,2,all,2013
USA,1299489810,2,all,2017
USA,1299489810,2,all,all
USA,17001435,2,en,2021
USA,17001435,2,en,2020
USA,17001435,2,en,2019
USA,17001435,2,en,2018
USA,17001435,2,en,all
USA,17001435,2,es,2021
USA,17001435,2,es,2020
USA,17001435,2,es,all
USA,17001435,2,fr,2021
USA,17001435,2,fr,2020
USA,17001435,2,fr,2019
USA,17001435,2,fr,all
USA,17001435,2,all,2021
USA,17001435,2,all,2020
USA,17001435,2,all,2019
USA,17001435,2,all,2018
USA,17001435,2,all,all
USA,4209001432,2,en,2021
USA,4209001432,2,en,2016
USA,4209001432,2,en,2020
USA,4209001432,2,en,2019
USA,4209001432,2,en,2015
USA,4209001432,2,en,all
USA,4209001432,2,es,2016
USA,4209001432,2,es,all
USA,4209001432,2,fr,2016
USA,4209001432,2,fr,2020
USA,4209001432,2,fr,2015
USA,4209001432,2,fr,2017
USA,4209001432,2,fr,all
USA,4209001432,2,all,2021
USA,4209001432,2,all,2016
USA,4209001432,2,all,2020
USA,4209001432,2,all,2019
USA,4209001432,2,all,2015
USA,4209001432,2,all,2017
USA,4209001432,2,all,all
USA,102061279,2,en,2021
USA,102061279,2,en,2016
USA,102061279,2,en,2020
USA,102061279,2,en,2019
USA,102061279,2,en,2018
USA,102061279,2,en,2014
USA,102061279,2,en,2015
USA,102061279,2,en,2012
USA,102061279,2,en,2013
USA,102061279,2,en,2017
USA,102061279,2,en,2011
USA,102061279,2,en,2010
USA,102061279,2,en,all
USA,102061279,2,es,2021
USA,102061279,2,es,2020
USA,102061279,2,es,2019
USA,102061279,2,es,2017
USA,102061279,2,es,all
USA,102061279,2,fr,2019
USA,102061279,2,fr,all
USA,102061279,2,all,2021
USA,102061279,2,all,2016
USA,102061279,2,all,2020
USA,102061279,2,all,2019
USA,102061279,2,all,2018
USA,102061279,2,all,2014
USA,102061279,2,all,2015
USA,102061279,2,all,2012
USA,102061279,2,all,2013
USA,102061279,2,all,2017
USA,102061279,2,all,2011
USA,102061279,2,all,2010
USA,102061279,2,all,all
USA,89421672,2,en,2021
USA,89421672,2,en,2020
USA,89421672,2,en,2019
USA,89421672,2,en,2017
USA,89421672,2,en,all
USA,89421672,2,all,2021
USA,89421672,2,all,2020
USA,89421672,2,all,2019
USA,89421672,2,all,2017
USA,89421672,2,all,all
USA,85867670,2,en,2021
USA,85867670,2,en,2020
USA,85867670,2,en,2019
USA,85867670,2,en,all
USA,85867670,2,es,2021
USA,85867670,2,es,2016
USA,85867670,2,es,2020
USA,85867670,2,es,2019
USA,85867670,2,es,2018
USA,85867670,2,es,2017
USA,85867670,2,es,all
USA,85867670,2,all,2021
USA,85867670,2,all,2016
USA,85867670,2,all,2020
USA,85867670,2,all,2019
USA,85867670,2,all,2018
USA,85867670,2,all,2017
USA,85867670,2,all,all
USA,1021298175330615296,2,en,2021
USA,1021298175330615296,2,en,2020
USA,1021298175330615296,2,en,2019
USA,1021298175330615296,2,en,2018
USA,1021298175330615296,2,en,all
USA,1021298175330615296,2,fr,2021
USA,1021298175330615296,2,fr,2020
USA,1021298175330615296,2,fr,2019
USA,1021298175330615296,2,fr,2018
USA,1021298175330615296,2,fr,all
USA,1021298175330615296,2,all,2021
USA,1021298175330615296,2,all,2020
USA,1021298175330615296,2,all,2019
USA,1021298175330615296,2,all,2018
USA,1021298175330615296,2,all,all
USA,2810124823,2,en,2021
USA,2810124823,2,en,2016
USA,2810124823,2,en,2020
USA,2810124823,2,en,2019
USA,2810124823,2,en,2018
USA,2810124823,2,en,2014
USA,2810124823,2,en,2015
USA,2810124823,2,en,2017
USA,2810124823,2,en,all
USA,2810124823,2,fr,2021
USA,2810124823,2,fr,2016
USA,2810124823,2,fr,2020
USA,2810124823,2,fr,2019
USA,2810124823,2,fr,2018
USA,2810124823,2,fr,2015
USA,2810124823,2,fr,2017
USA,2810124823,2,fr,all
USA,2810124823,2,all,2021
USA,2810124823,2,all,2016
USA,2810124823,2,all,2020
USA,2810124823,2,all,2019
USA,2810124823,2,all,2018
USA,2810124823,2,all,2014
USA,2810124823,2,all,2015
USA,2810124823,2,all,2017
USA,2810124823,2,all,all
USA,61162525,2,en,2021
USA,61162525,2,en,2016
USA,61162525,2,en,2020
USA,61162525,2,en,2019
USA,61162525,2,en,2015
USA,61162525,2,en,all
USA,61162525,2,fr,2021
USA,61162525,2,fr,2020
USA,61162525,2,fr,2019
USA,61162525,2,fr,2018
USA,61162525,2,fr,2017
USA,61162525,2,fr,all
USA,61162525,2,all,2021
USA,61162525,2,all,2016
USA,61162525,2,all,2020
USA,61162525,2,all,2019
USA,61162525,2,all,2018
USA,61162525,2,all,2015
USA,61162525,2,all,2017
USA,61162525,2,all,all
USA,19738801,2,en,2021
USA,19738801,2,en,2016
USA,19738801,2,en,2020
USA,19738801,2,en,2019
USA,19738801,2,en,2018
USA,19738801,2,en,2015
USA,19738801,2,en,2012
USA,19738801,2,en,2017
USA,19738801,2,en,all
USA,19738801,2,es,2021
USA,19738801,2,es,2016
USA,19738801,2,es,2020
USA,19738801,2,es,2019
USA,19738801,2,es,2018
USA,19738801,2,es,2015
USA,19738801,2,es,2017
USA,19738801,2,es,all
USA,19738801,2,all,2021
USA,19738801,2,all,2016
USA,19738801,2,all,2020
USA,19738801,2,all,2019
USA,19738801,2,all,2018
USA,19738801,2,all,2015
USA,19738801,2,all,2012
USA,19738801,2,all,2017
USA,19738801,2,all,all
USA,1116262315,2,en,2021
USA,1116262315,2,en,2016
USA,1116262315,2,en,2020
USA,1116262315,2,en,2019
USA,1116262315,2,en,2018
USA,1116262315,2,en,2017
USA,1116262315,2,en,all
USA,1116262315,2,es,2016
USA,1116262315,2,es,2018
USA,1116262315,2,es,all
USA,1116262315,2,fr,2021
USA,1116262315,2,fr,2016
USA,1116262315,2,fr,2020
USA,1116262315,2,fr,2019
USA,1116262315,2,fr,2018
USA,1116262315,2,fr,2017
USA,1116262315,2,fr,all
USA,1116262315,2,all,2021
USA,1116262315,2,all,2016
USA,1116262315,2,all,2020
USA,1116262315,2,all,2019
USA,1116262315,2,all,2018
USA,1116262315,2,all,2017
USA,1116262315,2,all,all
USA,2900480087,2,en,2021
USA,2900480087,2,en,2016
USA,2900480087,2,en,2020
USA,2900480087,2,en,2019
USA,2900480087,2,en,2018
USA,2900480087,2,en,2014
USA,2900480087,2,en,2015
USA,2900480087,2,en,2017
USA,2900480087,2,en,all
USA,2900480087,2,es,2016
USA,2900480087,2,es,all
USA,2900480087,2,fr,2021
USA,2900480087,2,fr,all
USA,2900480087,2,all,2021
USA,2900480087,2,all,2016
USA,2900480087,2,all,2020
USA,2900480087,2,all,2019
USA,2900480087,2,all,2018
USA,2900480087,2,all,2014
USA,2900480087,2,all,2015
USA,2900480087,2,all,2017
USA,2900480087,2,all,all
USA,133769083,2,en,2021
USA,133769083,2,en,2020
USA,133769083,2,en,2019
USA,133769083,2,en,2018
USA,133769083,2,en,2015
USA,133769083,2,en,2017
USA,133769083,2,en,all
USA,133769083,2,es,2021
USA,133769083,2,es,2016
USA,133769083,2,es,2020
USA,133769083,2,es,2019
USA,133769083,2,es,2018
USA,133769083,2,es,2017
USA,133769083,2,es,all
USA,133769083,2,fr,2020
USA,133769083,2,fr,2019
USA,133769083,2,fr,2017
USA,133769083,2,fr,all
USA,133769083,2,all,2021
USA,133769083,2,all,2016
USA,133769083,2,all,2020
USA,133769083,2,all,2019
USA,133769083,2,all,2018
USA,133769083,2,all,2015
USA,133769083,2,all,2017
USA,133769083,2,all,all
USA,18714842,2,en,2021
USA,18714842,2,en,2016
USA,18714842,2,en,2020
USA,18714842,2,en,2019
USA,18714842,2,en,2018
USA,18714842,2,en,2015
USA,18714842,2,en,2017
USA,18714842,2,en,all
USA,18714842,2,es,2017
USA,18714842,2,es,all
USA,18714842,2,all,2021
USA,18714842,2,all,2016
USA,18714842,2,all,2020
USA,18714842,2,all,2019
USA,18714842,2,all,2018
USA,18714842,2,all,2015
USA,18714842,2,all,2017
USA,18714842,2,all,all
USA,82306946,2,en,2021
USA,82306946,2,en,2020
USA,82306946,2,en,2019
USA,82306946,2,en,2018
USA,82306946,2,en,all
USA,82306946,2,all,2021
USA,82306946,2,all,2020
USA,82306946,2,all,2019
USA,82306946,2,all,2018
USA,82306946,2,all,all
USA,19912974,2,en,2021
USA,19912974,2,en,2016
USA,19912974,2,en,2020
USA,19912974,2,en,2019
USA,19912974,2,en,2018
USA,19912974,2,en,2015
USA,19912974,2,en,all
USA,19912974,2,all,2021
USA,19912974,2,all,2016
USA,19912974,2,all,2020
USA,19912974,2,all,2019
USA,19912974,2,all,2018
USA,19912974,2,all,2015
USA,19912974,2,all,all
USA,179832889,2,en,2021
USA,179832889,2,en,2016
USA,179832889,2,en,2020
USA,179832889,2,en,2019
USA,179832889,2,en,2018
USA,179832889,2,en,2014
USA,179832889,2,en,2015
USA,179832889,2,en,2013
USA,179832889,2,en,2017
USA,179832889,2,en,2010
USA,179832889,2,en,all
USA,179832889,2,fr,2021
USA,179832889,2,fr,2016
USA,179832889,2,fr,2020
USA,179832889,2,fr,2019
USA,179832889,2,fr,2018
USA,179832889,2,fr,2014
USA,179832889,2,fr,2013
USA,179832889,2,fr,2017
USA,179832889,2,fr,2010
USA,179832889,2,fr,all
USA,179832889,2,all,2021
USA,179832889,2,all,2016
USA,179832889,2,all,2020
USA,179832889,2,all,2019
USA,179832889,2,all,2018
USA,179832889,2,all,2014
USA,179832889,2,all,2015
USA,179832889,2,all,2013
USA,179832889,2,all,2017
USA,179832889,2,all,2010
USA,179832889,2,all,all
USA,35727265,2,en,2016
USA,35727265,2,en,2020
USA,35727265,2,en,2017
USA,35727265,2,en,all
USA,35727265,2,es,2021
USA,35727265,2,es,2016
USA,35727265,2,es,2020
USA,35727265,2,es,2019
USA,35727265,2,es,2018
USA,35727265,2,es,2017
USA,35727265,2,es,all
USA,35727265,2,all,2021
USA,35727265,2,all,2016
USA,35727265,2,all,2020
USA,35727265,2,all,2019
USA,35727265,2,all,2018
USA,35727265,2,all,2017
USA,35727265,2,all,all
USA,73050516,2,en,2021
USA,73050516,2,en,2016
USA,73050516,2,en,2020
USA,73050516,2,en,2019
USA,73050516,2,en,2018
USA,73050516,2,en,2017
USA,73050516,2,en,all
