source,ids,num_topics,languages,years
USA,20593889,2,en,2021
USA,20593889,2,en,2016
USA,20593889,2,en,2020
USA,20593889,2,en,2019
USA,20593889,2,en,2018
USA,20593889,2,en,2014
USA,20593889,2,en,2015
USA,20593889,2,en,2012
USA,20593889,2,en,2013
USA,20593889,2,en,2017
USA,20593889,2,en,2011
USA,20593889,2,en,2009
USA,20593889,2,en,2010
USA,20593889,2,en,all
USA,20593889,2,es,2021
USA,20593889,2,es,2016
USA,20593889,2,es,2020
USA,20593889,2,es,2012
USA,20593889,2,es,2017
USA,20593889,2,es,2011
USA,20593889,2,es,all
USA,20593889,2,fr,2020
USA,20593889,2,fr,all
USA,20593889,2,all,2021
USA,20593889,2,all,2016
USA,20593889,2,all,2020
USA,20593889,2,all,2019
USA,20593889,2,all,2018
USA,20593889,2,all,2014
USA,20593889,2,all,2015
USA,20593889,2,all,2012
USA,20593889,2,all,2013
USA,20593889,2,all,2017
USA,20593889,2,all,2011
USA,20593889,2,all,2009
USA,20593889,2,all,2010
USA,20593889,2,all,all
USA,537204717,2,en,2021
USA,537204717,2,en,2016
USA,537204717,2,en,2020
USA,537204717,2,en,2019
USA,537204717,2,en,2018
USA,537204717,2,en,2014
USA,537204717,2,en,2015
USA,537204717,2,en,2012
USA,537204717,2,en,2013
USA,537204717,2,en,2017
USA,537204717,2,en,all
USA,537204717,2,es,2021
USA,537204717,2,es,all
USA,537204717,2,fr,2019
USA,537204717,2,fr,2014
USA,537204717,2,fr,2015
USA,537204717,2,fr,all
USA,537204717,2,all,2021
USA,537204717,2,all,2016
USA,537204717,2,all,2020
USA,537204717,2,all,2019
USA,537204717,2,all,2018
USA,537204717,2,all,2014
USA,537204717,2,all,2015
USA,537204717,2,all,2012
USA,537204717,2,all,2013
USA,537204717,2,all,2017
USA,537204717,2,all,all
USA,58743813,2,en,2021
USA,58743813,2,en,2016
USA,58743813,2,en,2020
USA,58743813,2,en,2019
USA,58743813,2,en,2018
USA,58743813,2,en,2015
USA,58743813,2,en,2017
USA,58743813,2,en,all
USA,58743813,2,all,2021
USA,58743813,2,all,2016
USA,58743813,2,all,2020
USA,58743813,2,all,2019
USA,58743813,2,all,2018
USA,58743813,2,all,2015
USA,58743813,2,all,2017
USA,58743813,2,all,all
USA,64403845,2,en,2021
USA,64403845,2,en,2016
USA,64403845,2,en,2020
USA,64403845,2,en,2019
USA,64403845,2,en,2018
USA,64403845,2,en,2015
USA,64403845,2,en,2017
USA,64403845,2,en,all
USA,64403845,2,all,2021
USA,64403845,2,all,2016
USA,64403845,2,all,2020
USA,64403845,2,all,2019
USA,64403845,2,all,2018
USA,64403845,2,all,2015
USA,64403845,2,all,2017
USA,64403845,2,all,all
USA,35617996,2,en,2021
USA,35617996,2,en,2016
USA,35617996,2,en,2020
USA,35617996,2,en,2019
USA,35617996,2,en,2018
USA,35617996,2,en,2014
USA,35617996,2,en,2015
USA,35617996,2,en,2012
USA,35617996,2,en,2013
USA,35617996,2,en,2017
USA,35617996,2,en,all
USA,35617996,2,all,2021
USA,35617996,2,all,2016
USA,35617996,2,all,2020
USA,35617996,2,all,2019
USA,35617996,2,all,2018
USA,35617996,2,all,2014
USA,35617996,2,all,2015
USA,35617996,2,all,2012
USA,35617996,2,all,2013
USA,35617996,2,all,2017
USA,35617996,2,all,all
USA,389075192,2,en,2021
USA,389075192,2,en,2020
USA,389075192,2,en,2019
USA,389075192,2,en,2018
USA,389075192,2,en,2014
USA,389075192,2,en,2017
USA,389075192,2,en,all
USA,389075192,2,es,2021
USA,389075192,2,es,2016
USA,389075192,2,es,2020
USA,389075192,2,es,2019
USA,389075192,2,es,2018
USA,389075192,2,es,2017
USA,389075192,2,es,all
USA,389075192,2,all,2021
USA,389075192,2,all,2016
USA,389075192,2,all,2020
USA,389075192,2,all,2019
USA,389075192,2,all,2018
USA,389075192,2,all,2014
USA,389075192,2,all,2017
USA,389075192,2,all,all
USA,2373370128,2,en,2021
USA,2373370128,2,en,2016
USA,2373370128,2,en,2020
USA,2373370128,2,en,2019
USA,2373370128,2,en,2018
USA,2373370128,2,en,2014
USA,2373370128,2,en,2015
USA,2373370128,2,en,2017
USA,2373370128,2,en,all
USA,2373370128,2,es,2020
USA,2373370128,2,es,all
USA,2373370128,2,fr,2021
USA,2373370128,2,fr,2016
USA,2373370128,2,fr,2020
USA,2373370128,2,fr,2019
USA,2373370128,2,fr,2018
USA,2373370128,2,fr,2014
USA,2373370128,2,fr,2015
USA,2373370128,2,fr,2017
USA,2373370128,2,fr,all
USA,2373370128,2,all,2021
USA,2373370128,2,all,2016
USA,2373370128,2,all,2020
USA,2373370128,2,all,2019
USA,2373370128,2,all,2018
USA,2373370128,2,all,2014
USA,2373370128,2,all,2015
USA,2373370128,2,all,2017
USA,2373370128,2,all,all
USA,69281027,2,en,2021
USA,69281027,2,en,2016
USA,69281027,2,en,2020
USA,69281027,2,en,2019
USA,69281027,2,en,2018
USA,69281027,2,en,2014
USA,69281027,2,en,2015
USA,69281027,2,en,2012
USA,69281027,2,en,2013
USA,69281027,2,en,2017
USA,69281027,2,en,2011
USA,69281027,2,en,2009
USA,69281027,2,en,all
USA,69281027,2,es,2015
USA,69281027,2,es,all
USA,69281027,2,fr,2016
USA,69281027,2,fr,2014
USA,69281027,2,fr,2015
USA,69281027,2,fr,2012
USA,69281027,2,fr,2017
USA,69281027,2,fr,all
USA,69281027,2,all,2021
USA,69281027,2,all,2016
USA,69281027,2,all,2020
USA,69281027,2,all,2019
USA,69281027,2,all,2018
USA,69281027,2,all,2014
USA,69281027,2,all,2015
USA,69281027,2,all,2012
USA,69281027,2,all,2013
USA,69281027,2,all,2017
USA,69281027,2,all,2011
USA,69281027,2,all,2009
USA,69281027,2,all,all
USA,1229437219,2,ru,2018
USA,1229437219,2,ru,all
USA,1229437219,2,en,2021
USA,1229437219,2,en,2016
USA,1229437219,2,en,2020
USA,1229437219,2,en,2019
USA,1229437219,2,en,2018
USA,1229437219,2,en,2017
USA,1229437219,2,en,all
USA,1229437219,2,fr,2017
USA,1229437219,2,fr,all
USA,1229437219,2,all,2021
USA,1229437219,2,all,2016
USA,1229437219,2,all,2020
USA,1229437219,2,all,2019
USA,1229437219,2,all,2018
USA,1229437219,2,all,2017
USA,1229437219,2,all,all
USA,39764029,2,en,2021
USA,39764029,2,en,2016
USA,39764029,2,en,2020
USA,39764029,2,en,2019
USA,39764029,2,en,2018
USA,39764029,2,en,2015
USA,39764029,2,en,2017
USA,39764029,2,en,all
USA,39764029,2,fr,2021
USA,39764029,2,fr,2018
USA,39764029,2,fr,2017
USA,39764029,2,fr,all
USA,39764029,2,all,2021
USA,39764029,2,all,2016
USA,39764029,2,all,2020
USA,39764029,2,all,2019
USA,39764029,2,all,2018
USA,39764029,2,all,2015
USA,39764029,2,all,2017
USA,39764029,2,all,all
USA,328359889,2,en,2021
USA,328359889,2,en,2016
USA,328359889,2,en,2020
USA,328359889,2,en,2019
USA,328359889,2,en,2018
USA,328359889,2,en,2014
USA,328359889,2,en,2015
USA,328359889,2,en,2012
USA,328359889,2,en,2013
USA,328359889,2,en,2017
USA,328359889,2,en,all
USA,328359889,2,es,2014
USA,328359889,2,es,all
USA,328359889,2,all,2021
USA,328359889,2,all,2016
USA,328359889,2,all,2020
USA,328359889,2,all,2019
USA,328359889,2,all,2018
USA,328359889,2,all,2014
USA,328359889,2,all,2015
USA,328359889,2,all,2012
USA,328359889,2,all,2013
USA,328359889,2,all,2017
USA,328359889,2,all,all
USA,218443914,2,en,2021
USA,218443914,2,en,2016
USA,218443914,2,en,2020
USA,218443914,2,en,2019
USA,218443914,2,en,2018
USA,218443914,2,en,2014
USA,218443914,2,en,2015
USA,218443914,2,en,2017
USA,218443914,2,en,all
USA,218443914,2,all,2021
USA,218443914,2,all,2016
USA,218443914,2,all,2020
USA,218443914,2,all,2019
USA,218443914,2,all,2018
USA,218443914,2,all,2014
USA,218443914,2,all,2015
USA,218443914,2,all,2017
USA,218443914,2,all,all
USA,34876970,2,en,2021
USA,34876970,2,en,2016
USA,34876970,2,en,2020
USA,34876970,2,en,2019
USA,34876970,2,en,2018
USA,34876970,2,en,2014
USA,34876970,2,en,2015
USA,34876970,2,en,2012
USA,34876970,2,en,2013
USA,34876970,2,en,2017
USA,34876970,2,en,2011
USA,34876970,2,en,2009
USA,34876970,2,en,2010
USA,34876970,2,en,all
USA,34876970,2,fr,2021
USA,34876970,2,fr,2017
USA,34876970,2,fr,all
USA,34876970,2,all,2021
USA,34876970,2,all,2016
USA,34876970,2,all,2020
USA,34876970,2,all,2019
USA,34876970,2,all,2018
USA,34876970,2,all,2014
USA,34876970,2,all,2015
USA,34876970,2,all,2012
USA,34876970,2,all,2013
USA,34876970,2,all,2017
USA,34876970,2,all,2011
USA,34876970,2,all,2009
USA,34876970,2,all,2010
USA,34876970,2,all,all
USA,177553367,2,en,2021
USA,177553367,2,en,2020
USA,177553367,2,en,all
USA,177553367,2,es,2021
USA,177553367,2,es,2020
USA,177553367,2,es,2019
USA,177553367,2,es,2018
USA,177553367,2,es,2017
USA,177553367,2,es,all
USA,177553367,2,all,2021
USA,177553367,2,all,2020
USA,177553367,2,all,2019
USA,177553367,2,all,2018
USA,177553367,2,all,2017
USA,177553367,2,all,all
USA,402321115,2,en,2021
USA,402321115,2,en,2016
USA,402321115,2,en,2020
USA,402321115,2,en,2019
USA,402321115,2,en,2018
USA,402321115,2,en,2014
USA,402321115,2,en,2015
USA,402321115,2,en,2012
USA,402321115,2,en,2013
USA,402321115,2,en,2017
USA,402321115,2,en,2011
USA,402321115,2,en,all
USA,402321115,2,es,2016
USA,402321115,2,es,2017
USA,402321115,2,es,all
USA,402321115,2,fr,2013
USA,402321115,2,fr,all
USA,402321115,2,all,2021
USA,402321115,2,all,2016
USA,402321115,2,all,2020
USA,402321115,2,all,2019
USA,402321115,2,all,2018
USA,402321115,2,all,2014
USA,402321115,2,all,2015
USA,402321115,2,all,2012
USA,402321115,2,all,2013
USA,402321115,2,all,2017
USA,402321115,2,all,2011
USA,402321115,2,all,all
USA,39803974,2,en,2021
USA,39803974,2,en,2016
USA,39803974,2,en,2020
USA,39803974,2,en,2019
USA,39803974,2,en,2018
USA,39803974,2,en,2017
USA,39803974,2,en,all
USA,39803974,2,es,2021
USA,39803974,2,es,2020
USA,39803974,2,es,2019
USA,39803974,2,es,2018
USA,39803974,2,es,2017
USA,39803974,2,es,all
USA,39803974,2,fr,2018
USA,39803974,2,fr,all
USA,39803974,2,all,2021
USA,39803974,2,all,2016
USA,39803974,2,all,2020
USA,39803974,2,all,2019
USA,39803974,2,all,2018
USA,39803974,2,all,2017
USA,39803974,2,all,all
USA,92291383,2,en,2021
USA,92291383,2,en,2020
USA,92291383,2,en,2019
USA,92291383,2,en,2018
USA,92291383,2,en,2017
USA,92291383,2,en,all
USA,92291383,2,es,2021
USA,92291383,2,es,2016
USA,92291383,2,es,2020
USA,92291383,2,es,2019
USA,92291383,2,es,2018
USA,92291383,2,es,2017
USA,92291383,2,es,all
USA,92291383,2,fr,2020
USA,92291383,2,fr,all
USA,92291383,2,all,2021
USA,92291383,2,all,2016
USA,92291383,2,all,2020
USA,92291383,2,all,2019
USA,92291383,2,all,2018
USA,92291383,2,all,2017
USA,92291383,2,all,all
USA,78489442,2,en,2021
USA,78489442,2,en,2016
USA,78489442,2,en,2020
USA,78489442,2,en,2019
USA,78489442,2,en,2018
USA,78489442,2,en,2014
USA,78489442,2,en,2015
USA,78489442,2,en,2013
USA,78489442,2,en,2017
USA,78489442,2,en,all
USA,78489442,2,fr,2021
USA,78489442,2,fr,all
USA,78489442,2,all,2021
USA,78489442,2,all,2016
USA,78489442,2,all,2020
USA,78489442,2,all,2019
USA,78489442,2,all,2018
USA,78489442,2,all,2014
USA,78489442,2,all,2015
USA,78489442,2,all,2013
USA,78489442,2,all,2017
USA,78489442,2,all,all
USA,78558366,2,en,2021
USA,78558366,2,en,2020
USA,78558366,2,en,2019
USA,78558366,2,en,2018
USA,78558366,2,en,2015
USA,78558366,2,en,2017
USA,78558366,2,en,all
USA,78558366,2,fr,2018
USA,78558366,2,fr,all
USA,78558366,2,all,2021
USA,78558366,2,all,2020
USA,78558366,2,all,2019
USA,78558366,2,all,2018
USA,78558366,2,all,2015
USA,78558366,2,all,2017
USA,78558366,2,all,all
USA,817133173,2,en,2021
USA,817133173,2,en,2016
USA,817133173,2,en,2020
USA,817133173,2,en,2019
USA,817133173,2,en,2018
USA,817133173,2,en,2014
USA,817133173,2,en,2015
USA,817133173,2,en,2017
USA,817133173,2,en,all
USA,817133173,2,es,2020
USA,817133173,2,es,2019
USA,817133173,2,es,all
USA,817133173,2,all,2021
USA,817133173,2,all,2016
USA,817133173,2,all,2020
USA,817133173,2,all,2019
USA,817133173,2,all,2018
USA,817133173,2,all,2014
USA,817133173,2,all,2015
USA,817133173,2,all,2017
USA,817133173,2,all,all
USA,172002218,2,en,2021
USA,172002218,2,en,2016
USA,172002218,2,en,2020
USA,172002218,2,en,2019
USA,172002218,2,en,2018
USA,172002218,2,en,2015
USA,172002218,2,en,2017
USA,172002218,2,en,all
USA,172002218,2,fr,2020
USA,172002218,2,fr,2017
USA,172002218,2,fr,all
USA,172002218,2,all,2021
USA,172002218,2,all,2016
USA,172002218,2,all,2020
USA,172002218,2,all,2019
USA,172002218,2,all,2018
USA,172002218,2,all,2015
USA,172002218,2,all,2017
USA,172002218,2,all,all
USA,1241168023,2,en,2021
USA,1241168023,2,en,2016
USA,1241168023,2,en,2020
USA,1241168023,2,en,2019
USA,1241168023,2,en,2018
USA,1241168023,2,en,2015
USA,1241168023,2,en,2017
USA,1241168023,2,en,all
USA,1241168023,2,es,2016
USA,1241168023,2,es,2017
USA,1241168023,2,es,all
USA,1241168023,2,all,2021
USA,1241168023,2,all,2016
USA,1241168023,2,all,2020
USA,1241168023,2,all,2019
USA,1241168023,2,all,2018
USA,1241168023,2,all,2015
USA,1241168023,2,all,2017
USA,1241168023,2,all,all
USA,20055358,2,ru,2021
USA,20055358,2,ru,2016
USA,20055358,2,ru,2020
USA,20055358,2,ru,2019
USA,20055358,2,ru,2018
USA,20055358,2,ru,2015
USA,20055358,2,ru,2013
USA,20055358,2,ru,2017
USA,20055358,2,ru,all
USA,20055358,2,en,2016
USA,20055358,2,en,2020
USA,20055358,2,en,2019
USA,20055358,2,en,2018
USA,20055358,2,en,2015
USA,20055358,2,en,2012
USA,20055358,2,en,2013
USA,20055358,2,en,2017
USA,20055358,2,en,all
USA,20055358,2,all,2021
USA,20055358,2,all,2016
USA,20055358,2,all,2020
USA,20055358,2,all,2019
USA,20055358,2,all,2018
USA,20055358,2,all,2015
USA,20055358,2,all,2012
USA,20055358,2,all,2013
USA,20055358,2,all,2017
USA,20055358,2,all,all
USA,2976268757,2,en,2021
USA,2976268757,2,en,2016
USA,2976268757,2,en,2020
USA,2976268757,2,en,2019
USA,2976268757,2,en,2018
USA,2976268757,2,en,2015
USA,2976268757,2,en,2017
USA,2976268757,2,en,all
USA,2976268757,2,es,2020
USA,2976268757,2,es,2019
USA,2976268757,2,es,2018
USA,2976268757,2,es,all
USA,2976268757,2,fr,2019
USA,2976268757,2,fr,2018
USA,2976268757,2,fr,all
USA,2976268757,2,all,2021
USA,2976268757,2,all,2016
USA,2976268757,2,all,2020
USA,2976268757,2,all,2019
USA,2976268757,2,all,2018
USA,2976268757,2,all,2015
USA,2976268757,2,all,2017
USA,2976268757,2,all,all
USA,108508328,2,en,2021
USA,108508328,2,en,2016
USA,108508328,2,en,2020
USA,108508328,2,en,2019
USA,108508328,2,en,2018
USA,108508328,2,en,2014
USA,108508328,2,en,2015
USA,108508328,2,en,2012
USA,108508328,2,en,2013
USA,108508328,2,en,2017
USA,108508328,2,en,2011
USA,108508328,2,en,all
USA,108508328,2,fr,2014
USA,108508328,2,fr,2015
USA,108508328,2,fr,2012
USA,108508328,2,fr,2013
USA,108508328,2,fr,all
USA,108508328,2,all,2021
USA,108508328,2,all,2016
USA,108508328,2,all,2020
USA,108508328,2,all,2019
USA,108508328,2,all,2018
USA,108508328,2,all,2014
USA,108508328,2,all,2015
USA,108508328,2,all,2012
USA,108508328,2,all,2013
USA,108508328,2,all,2017
USA,108508328,2,all,2011
USA,108508328,2,all,all
USA,226596397,2,en,2021
USA,226596397,2,en,2020
USA,226596397,2,en,2019
USA,226596397,2,en,2018
USA,226596397,2,en,2017
USA,226596397,2,en,all
USA,226596397,2,all,2021
USA,226596397,2,all,2020
USA,226596397,2,all,2019
USA,226596397,2,all,2018
USA,226596397,2,all,2017
USA,226596397,2,all,all
USA,540820515,2,en,2021
USA,540820515,2,en,2016
USA,540820515,2,en,2020
USA,540820515,2,en,2019
USA,540820515,2,en,2018
USA,540820515,2,en,2017
USA,540820515,2,en,all
USA,540820515,2,fr,2021
USA,540820515,2,fr,2016
USA,540820515,2,fr,2020
USA,540820515,2,fr,2019
USA,540820515,2,fr,2018
USA,540820515,2,fr,2014
USA,540820515,2,fr,2015
USA,540820515,2,fr,2017
USA,540820515,2,fr,all
USA,540820515,2,all,2021
USA,540820515,2,all,2016
USA,540820515,2,all,2020
USA,540820515,2,all,2019
USA,540820515,2,all,2018
USA,540820515,2,all,2014
USA,540820515,2,all,2015
USA,540820515,2,all,2017
USA,540820515,2,all,all
USA,17481636,2,ru,2012
USA,17481636,2,ru,all
USA,17481636,2,en,2021
USA,17481636,2,en,2016
USA,17481636,2,en,2020
USA,17481636,2,en,2019
USA,17481636,2,en,2018
USA,17481636,2,en,2014
USA,17481636,2,en,2012
USA,17481636,2,en,2013
USA,17481636,2,en,2017
USA,17481636,2,en,all
USA,17481636,2,es,2020
USA,17481636,2,es,2015
USA,17481636,2,es,2012
USA,17481636,2,es,2013
USA,17481636,2,es,all
USA,17481636,2,fr,2012
USA,17481636,2,fr,2013
USA,17481636,2,fr,all
USA,17481636,2,all,2021
USA,17481636,2,all,2016
USA,17481636,2,all,2020
USA,17481636,2,all,2019
USA,17481636,2,all,2018
USA,17481636,2,all,2014
USA,17481636,2,all,2015
USA,17481636,2,all,2012
USA,17481636,2,all,2013
USA,17481636,2,all,2017
USA,17481636,2,all,all
USA,1204811390,2,en,2021
USA,1204811390,2,en,2016
USA,1204811390,2,en,2020
USA,1204811390,2,en,2014
USA,1204811390,2,en,2013
USA,1204811390,2,en,all
USA,1204811390,2,all,2021
USA,1204811390,2,all,2016
USA,1204811390,2,all,2020
USA,1204811390,2,all,2014
USA,1204811390,2,all,2013
USA,1204811390,2,all,all
USA,454645641,2,en,2021
USA,454645641,2,en,2016
USA,454645641,2,en,2020
USA,454645641,2,en,2019
USA,454645641,2,en,2018
USA,454645641,2,en,2014
USA,454645641,2,en,2015
USA,454645641,2,en,2012
USA,454645641,2,en,2013
USA,454645641,2,en,2017
USA,454645641,2,en,all
USA,454645641,2,es,2019
USA,454645641,2,es,all
USA,454645641,2,fr,2021
USA,454645641,2,fr,2020
USA,454645641,2,fr,2019
USA,454645641,2,fr,all
USA,454645641,2,all,2021
USA,454645641,2,all,2016
USA,454645641,2,all,2020
USA,454645641,2,all,2019
USA,454645641,2,all,2018
USA,454645641,2,all,2014
USA,454645641,2,all,2015
USA,454645641,2,all,2012
USA,454645641,2,all,2013
USA,454645641,2,all,2017
USA,454645641,2,all,all
USA,2478328057,2,en,2021
USA,2478328057,2,en,2016
USA,2478328057,2,en,2020
USA,2478328057,2,en,2019
USA,2478328057,2,en,2018
USA,2478328057,2,en,2014
USA,2478328057,2,en,2015
USA,2478328057,2,en,2017
USA,2478328057,2,en,all
USA,2478328057,2,es,2019
USA,2478328057,2,es,all
USA,2478328057,2,all,2021
USA,2478328057,2,all,2016
USA,2478328057,2,all,2020
USA,2478328057,2,all,2019
USA,2478328057,2,all,2018
USA,2478328057,2,all,2014
USA,2478328057,2,all,2015
USA,2478328057,2,all,2017
USA,2478328057,2,all,all
USA,59062375,2,en,2021
USA,59062375,2,en,2016
USA,59062375,2,en,2020
USA,59062375,2,en,2019
USA,59062375,2,en,2018
USA,59062375,2,en,2014
USA,59062375,2,en,2015
USA,59062375,2,en,2013
USA,59062375,2,en,2017
USA,59062375,2,en,all
USA,59062375,2,es,2016
USA,59062375,2,es,all
USA,59062375,2,fr,2021
USA,59062375,2,fr,2019
USA,59062375,2,fr,2017
USA,59062375,2,fr,all
USA,59062375,2,all,2021
USA,59062375,2,all,2016
USA,59062375,2,all,2020
USA,59062375,2,all,2019
USA,59062375,2,all,2018
USA,59062375,2,all,2014
USA,59062375,2,all,2015
USA,59062375,2,all,2013
USA,59062375,2,all,2017
USA,59062375,2,all,all
USA,117795822,2,en,2021
USA,117795822,2,en,2016
USA,117795822,2,en,2020
USA,117795822,2,en,2019
USA,117795822,2,en,2018
USA,117795822,2,en,2014
USA,117795822,2,en,2015
USA,117795822,2,en,2012
USA,117795822,2,en,2013
USA,117795822,2,en,2017
USA,117795822,2,en,all
USA,117795822,2,es,2016
USA,117795822,2,es,all
USA,117795822,2,fr,2016
USA,117795822,2,fr,2018
USA,117795822,2,fr,2017
USA,117795822,2,fr,all
USA,117795822,2,all,2021
USA,117795822,2,all,2016
USA,117795822,2,all,2020
USA,117795822,2,all,2019
USA,117795822,2,all,2018
USA,117795822,2,all,2014
USA,117795822,2,all,2015
USA,117795822,2,all,2012
USA,117795822,2,all,2013
USA,117795822,2,all,2017
USA,117795822,2,all,all
USA,33509142,2,en,2021
USA,33509142,2,en,2016
USA,33509142,2,en,2020
USA,33509142,2,en,2019
USA,33509142,2,en,2018
USA,33509142,2,en,2014
USA,33509142,2,en,2015
USA,33509142,2,en,2012
USA,33509142,2,en,2013
USA,33509142,2,en,2017
USA,33509142,2,en,2011
USA,33509142,2,en,all
USA,33509142,2,fr,2016
USA,33509142,2,fr,2020
USA,33509142,2,fr,2015
USA,33509142,2,fr,all
USA,33509142,2,all,2021
USA,33509142,2,all,2016
USA,33509142,2,all,2020
USA,33509142,2,all,2019
USA,33509142,2,all,2018
USA,33509142,2,all,2014
USA,33509142,2,all,2015
USA,33509142,2,all,2012
USA,33509142,2,all,2013
USA,33509142,2,all,2017
USA,33509142,2,all,2011
USA,33509142,2,all,all
USA,1729007461,2,en,2021
USA,1729007461,2,en,2016
USA,1729007461,2,en,2020
USA,1729007461,2,en,2019
USA,1729007461,2,en,2018
USA,1729007461,2,en,2014
USA,1729007461,2,en,2015
USA,1729007461,2,en,2013
USA,1729007461,2,en,2017
USA,1729007461,2,en,all
USA,1729007461,2,es,2014
USA,1729007461,2,es,all
USA,1729007461,2,fr,2021
USA,1729007461,2,fr,2018
USA,1729007461,2,fr,2014
USA,1729007461,2,fr,2015
USA,1729007461,2,fr,all
USA,1729007461,2,all,2021
USA,1729007461,2,all,2016
USA,1729007461,2,all,2020
USA,1729007461,2,all,2019
USA,1729007461,2,all,2018
USA,1729007461,2,all,2014
USA,1729007461,2,all,2015
USA,1729007461,2,all,2013
USA,1729007461,2,all,2017
USA,1729007461,2,all,all
USA,47616071,2,en,2021
USA,47616071,2,en,2020
USA,47616071,2,en,2018
USA,47616071,2,en,2017
USA,47616071,2,en,2010
USA,47616071,2,en,all
USA,47616071,2,es,2021
USA,47616071,2,es,2016
USA,47616071,2,es,2020
USA,47616071,2,es,2019
USA,47616071,2,es,2018
USA,47616071,2,es,2017
USA,47616071,2,es,2009
USA,47616071,2,es,2010
USA,47616071,2,es,all
USA,47616071,2,fr,2021
USA,47616071,2,fr,all
USA,47616071,2,all,2021
USA,47616071,2,all,2016
USA,47616071,2,all,2020
USA,47616071,2,all,2019
USA,47616071,2,all,2018
USA,47616071,2,all,2017
USA,47616071,2,all,2009
USA,47616071,2,all,2010
USA,47616071,2,all,all
USA,91046596,2,en,2021
USA,91046596,2,en,2016
USA,91046596,2,en,2020
USA,91046596,2,en,2019
USA,91046596,2,en,2018
USA,91046596,2,en,2014
USA,91046596,2,en,2015
USA,91046596,2,en,2017
USA,91046596,2,en,all
USA,91046596,2,fr,2019
USA,91046596,2,fr,all
USA,91046596,2,all,2021
USA,91046596,2,all,2016
USA,91046596,2,all,2020
USA,91046596,2,all,2019
USA,91046596,2,all,2018
USA,91046596,2,all,2014
USA,91046596,2,all,2015
USA,91046596,2,all,2017
USA,91046596,2,all,all
USA,218776584,2,en,2021
USA,218776584,2,en,2016
USA,218776584,2,en,2020
USA,218776584,2,en,2019
USA,218776584,2,en,2018
USA,218776584,2,en,2014
USA,218776584,2,en,2015
USA,218776584,2,en,2012
USA,218776584,2,en,2013
USA,218776584,2,en,2017
USA,218776584,2,en,2011
USA,218776584,2,en,all
USA,218776584,2,fr,2016
USA,218776584,2,fr,2014
USA,218776584,2,fr,2012
USA,218776584,2,fr,2017
USA,218776584,2,fr,2011
USA,218776584,2,fr,all
USA,218776584,2,all,2021
USA,218776584,2,all,2016
USA,218776584,2,all,2020
USA,218776584,2,all,2019
USA,218776584,2,all,2018
USA,218776584,2,all,2014
USA,218776584,2,all,2015
USA,218776584,2,all,2012
USA,218776584,2,all,2013
USA,218776584,2,all,2017
USA,218776584,2,all,2011
USA,218776584,2,all,all
USA,3872875821,2,en,2021
USA,3872875821,2,en,2016
USA,3872875821,2,en,2020
USA,3872875821,2,en,2019
USA,3872875821,2,en,2015
USA,3872875821,2,en,2017
USA,3872875821,2,en,all
USA,3872875821,2,all,2021
USA,3872875821,2,all,2016
USA,3872875821,2,all,2020
USA,3872875821,2,all,2019
USA,3872875821,2,all,2015
USA,3872875821,2,all,2017
USA,3872875821,2,all,all
USA,64954756,2,en,2021
USA,64954756,2,en,2016
USA,64954756,2,en,2020
USA,64954756,2,en,2019
USA,64954756,2,en,2018
USA,64954756,2,en,2015
USA,64954756,2,en,2017
USA,64954756,2,en,all
USA,64954756,2,es,2019
USA,64954756,2,es,all
USA,64954756,2,fr,2019
USA,64954756,2,fr,all
USA,64954756,2,all,2021
USA,64954756,2,all,2016
USA,64954756,2,all,2020
USA,64954756,2,all,2019
USA,64954756,2,all,2018
USA,64954756,2,all,2015
USA,64954756,2,all,2017
USA,64954756,2,all,all
USA,127512810,2,en,2021
USA,127512810,2,en,2016
USA,127512810,2,en,2020
USA,127512810,2,en,2019
USA,127512810,2,en,2018
USA,127512810,2,en,2017
USA,127512810,2,en,all
USA,127512810,2,fr,2021
USA,127512810,2,fr,2016
USA,127512810,2,fr,2020
USA,127512810,2,fr,2019
USA,127512810,2,fr,2018
USA,127512810,2,fr,2017
USA,127512810,2,fr,all
USA,127512810,2,all,2021
USA,127512810,2,all,2016
USA,127512810,2,all,2020
USA,127512810,2,all,2019
USA,127512810,2,all,2018
USA,127512810,2,all,2017
USA,127512810,2,all,all
USA,158658574,2,en,2021
USA,158658574,2,en,2016
USA,158658574,2,en,2020
USA,158658574,2,en,2019
USA,158658574,2,en,2018
USA,158658574,2,en,2014
USA,158658574,2,en,2015
USA,158658574,2,en,2017
USA,158658574,2,en,all
USA,158658574,2,all,2021
USA,158658574,2,all,2016
USA,158658574,2,all,2020
USA,158658574,2,all,2019
USA,158658574,2,all,2018
USA,158658574,2,all,2014
USA,158658574,2,all,2015
USA,158658574,2,all,2017
USA,158658574,2,all,all
USA,199234302,2,ru,2021
USA,199234302,2,ru,2016
USA,199234302,2,ru,2020
USA,199234302,2,ru,2019
USA,199234302,2,ru,2014
USA,199234302,2,ru,2015
USA,199234302,2,ru,2012
USA,199234302,2,ru,2013
USA,199234302,2,ru,2017
USA,199234302,2,ru,all
USA,199234302,2,en,2021
USA,199234302,2,en,2016
USA,199234302,2,en,2020
USA,199234302,2,en,2019
USA,199234302,2,en,2018
USA,199234302,2,en,2014
USA,199234302,2,en,2015
USA,199234302,2,en,2012
USA,199234302,2,en,2013
USA,199234302,2,en,2017
USA,199234302,2,en,all
USA,199234302,2,es,2016
