state_actor,country,handle,user_id
United States of America,Niger,USEmbassyNiamey,2373370128
United States of America,Nigeria,USinNigeria,69281027
United States of America,North Macedonia,USEmbassySkopje,1229437219
United States of America,Norway,usembassyoslo,39764029
United States of America,Oman,USEmbMuscat,328359889
United States of America,Pakistan,usembislamabad,218443914
United States of America,"Palestine, State Of",USPalAffairs,34876970
United States of America,Panama,USEmbPAN,177553367
United States of America,Papua New Guinea,USEmbassyPOM,402321115
United States of America,Paraguay,laembajada,39803974
United States of America,Peru,USEMBASSYPERU,92291383
United States of America,Philippines,USEmbassyPH,78489442
United States of America,Poland,USEmbassyWarsaw,78558366
United States of America,Portugal,USEmbPortugal,817133173
United States of America,Qatar,USEmbassyDoha,172002218
United States of America,Romania,AmbasadaSUA,1241168023
United States of America,Russian Federation,USEmbRu,20055358
United States of America,Rwanda,USAmbRwanda,2976268757
United States of America,Samoa,usembassysamoa,108508328
United States of America,Saudi Arabia,USAinKSA,226596397
United States of America,Senegal,usembassydakar,540820515
United States of America,Serbia,USEmbassySerbia,17481636
United States of America,Sierra Leone,USEmbFreetown,1204811390
United States of America,Singapore,RedWhiteBlueDot,454645641
United States of America,Slovakia,USEmbassySK,2478328057
United States of America,Slovenia,USEmbassySLO,59062375
United States of America,Somalia,US2SOMALIA,117795822
United States of America,South Africa,USEmbassySA,33509142
United States of America,South Sudan,USMissionJuba,1729007461
United States of America,Spain,USembassyMadrid,47616071
United States of America,Sri Lanka,USEmbSL,91046596
United States of America,Sudan,USEmbassyKRT,218776584
United States of America,Suriname,USEmbassyParbo,3872875821
United States of America,Sweden,usembsweden,64954756
United States of America,Switzerland,USEmbassyBern,127512810
United States of America,Syrian Arab Republic,USEmbassySyria,158658574
United States of America,Tajikistan,USEmbDushanbe,199234302
United States of America,"Tanzania, United Republic Of",usembassytz,128534762
United States of America,Thailand,USEmbassyBKK,31639623
United States of America,Timor-Leste,USEmbassyDili,141746127
United States of America,Togo,USEmbassyLome,340566737
United States of America,Trinidad And Tobago,USinTT,993611407
United States of America,Tunisia,usembassytunis,3028189937
United States of America,Turkey,USEmbassyTurkey,182360370
United States of America,Turkmenistan,usembassyashgab,104739099
United States of America,Uganda,usmissionuganda,197341208
United States of America,Ukraine,USEmbassyKyiv,311899155
United States of America,United Arab Emirates,USAinUAE,148276558
United States of America,United Kingdom Of Great Britain And Northern Ireland,USAinUK,14856951
United States of America,Uruguay,usembassyMVD,117388701
United States of America,Uzbekistan,usembtashkent,292908967
United States of America,"Venezuela, Bolivarian Republic Of",usembassyve,36414477
United States of America,Yemen,USEmbassyYemen,326747625
United States of America,Zambia,usembassyzambia,18212352
United States of America,Zimbabwe,usembassyharare,58451369
